Date,State,Number of Death Cases
2/23/21,New Jersey,22978
2/24/21,New Jersey,23077
2/25/21,New Jersey,23147
2/26/21,New Jersey,23192
2/27/21,New Jersey,23238
2/28/21,New Jersey,23252
3/1/21,New Jersey,23273
3/2/21,New Jersey,23321
3/3/21,New Jersey,23449
3/4/21,New Jersey,23491
3/5/21,New Jersey,23521
3/6/21,New Jersey,23557
3/7/21,New Jersey,23574
3/8/21,New Jersey,23590
3/9/21,New Jersey,23635
3/10/21,New Jersey,23768
3/11/21,New Jersey,23814
3/12/21,New Jersey,23854
3/13/21,New Jersey,23888
3/14/21,New Jersey,23903
3/15/21,New Jersey,23925
3/16/21,New Jersey,23966
3/17/21,New Jersey,24045
3/18/21,New Jersey,24076
3/19/21,New Jersey,24103
3/20/21,New Jersey,24134
3/21/21,New Jersey,24174
3/22/21,New Jersey,24181
3/23/21,New Jersey,24242
3/24/21,New Jersey,24292
3/25/21,New Jersey,24330
3/26/21,New Jersey,24358
3/27/21,New Jersey,24382
3/28/21,New Jersey,24389
3/29/21,New Jersey,24404
3/30/21,New Jersey,24486
3/31/21,New Jersey,24561
4/1/21,New Jersey,24591
4/2/21,New Jersey,24615
4/3/21,New Jersey,24632
4/4/21,New Jersey,24637
4/5/21,New Jersey,24649
4/6/21,New Jersey,24700
4/7/21,New Jersey,24749
4/8/21,New Jersey,24783
4/9/21,New Jersey,24826
4/10/21,New Jersey,24859
4/11/21,New Jersey,24870
4/12/21,New Jersey,24896
4/13/21,New Jersey,24945
4/14/21,New Jersey,25006
4/15/21,New Jersey,25053
4/16/21,New Jersey,25094
4/17/21,New Jersey,25134
4/18/21,New Jersey,25143
4/19/21,New Jersey,25161
4/20/21,New Jersey,25206
4/21/21,New Jersey,25271
4/22/21,New Jersey,25301
4/23/21,New Jersey,25328
4/24/21,New Jersey,25367
4/25/21,New Jersey,25380
4/26/21,New Jersey,25399
4/27/21,New Jersey,25460
4/28/21,New Jersey,25509
4/29/21,New Jersey,25529
4/30/21,New Jersey,25554
5/1/21,New Jersey,25588
5/2/21,New Jersey,25600
5/3/21,New Jersey,25616
5/4/21,New Jersey,25658
5/5/21,New Jersey,25707
5/6/21,New Jersey,25740
5/7/21,New Jersey,25769
5/8/21,New Jersey,25791
5/9/21,New Jersey,25801
5/10/21,New Jersey,25810
5/11/21,New Jersey,25841
5/12/21,New Jersey,25882
5/13/21,New Jersey,25906
5/14/21,New Jersey,25932
5/15/21,New Jersey,25952
5/16/21,New Jersey,25961
5/17/21,New Jersey,25975
5/18/21,New Jersey,25998
5/19/21,New Jersey,26030
5/20/21,New Jersey,26053
5/21/21,New Jersey,26070
5/22/21,New Jersey,26084
5/23/21,New Jersey,26091
5/24/21,New Jersey,26100
5/25/21,New Jersey,26124
5/26/21,New Jersey,26159
5/27/21,New Jersey,26173
5/28/21,New Jersey,26185
5/29/21,New Jersey,26201
5/30/21,New Jersey,26207
5/31/21,New Jersey,26212
6/1/21,New Jersey,26219
6/2/21,New Jersey,26247
6/3/21,New Jersey,26253
6/4/21,New Jersey,26265
6/5/21,New Jersey,26273
6/6/21,New Jersey,26279
6/7/21,New Jersey,26285
6/8/21,New Jersey,26285
6/9/21,New Jersey,26316
6/10/21,New Jersey,26322
6/11/21,New Jersey,26324
6/12/21,New Jersey,26324
6/13/21,New Jersey,26330
6/14/21,New Jersey,26334
6/15/21,New Jersey,26345
6/16/21,New Jersey,26357
6/17/21,New Jersey,26364
6/18/21,New Jersey,26368
6/19/21,New Jersey,26372
6/20/21,New Jersey,26374
6/21/21,New Jersey,26377
6/22/21,New Jersey,26392
6/23/21,New Jersey,26410
6/24/21,New Jersey,26416
6/25/21,New Jersey,26428
6/26/21,New Jersey,26434
6/27/21,New Jersey,26437
6/28/21,New Jersey,26438
6/29/21,New Jersey,26444
6/30/21,New Jersey,26457
7/1/21,New Jersey,26462
7/2/21,New Jersey,26467
7/3/21,New Jersey,26472
7/4/21,New Jersey,26473
7/5/21,New Jersey,26477
7/6/21,New Jersey,26477
7/7/21,New Jersey,26490
7/8/21,New Jersey,26493
7/9/21,New Jersey,26496
7/10/21,New Jersey,26501
7/11/21,New Jersey,26505
7/12/21,New Jersey,26509
